Varste si grupe de varsta, Sexe, Judete, Localitati , Ani, UM: Numar persoane, Valoare
70-74 ani, Total, Vaslui, 162452 BALTENI, Anul 2026, Numar persoane, 68
70-74 ani, Total, Vaslui, 162194 BANCA, Anul 2026, Numar persoane, 181
70-74 ani, Total, Vaslui, 162498 BEREZENI, Anul 2026, Numar persoane, 203
70-74 ani, Total, Vaslui, 162559 BLAGESTI, Anul 2026, Numar persoane, 55
70-74 ani, Total, Vaslui, 162595 BOGDANA, Anul 2026, Numar persoane, 38
70-74 ani, Total, Vaslui, 162693 BOGDANESTI, Anul 2026, Numar persoane, 116
70-74 ani, Total, Vaslui, 162791 BOGDANITA, Anul 2026, Numar persoane, 62
70-74 ani, Total, Vaslui, 162871 BOTESTI, Anul 2026, Numar persoane, 66
70-74 ani, Total, Vaslui, 162924 BUNESTI-AVERESTI, Anul 2026, Numar persoane, 79
70-74 ani, Total, Vaslui, 167268 CIOCANI, Anul 2026, Numar persoane, 63
70-74 ani, Total, Vaslui, 163002 CODAESTI, Anul 2026, Numar persoane, 160
70-74 ani, Total, Vaslui, 163057 COROIESTI, Anul 2026, Numar persoane, 69
70-74 ani, Total, Vaslui, 163137 COSTESTI, Anul 2026, Numar persoane, 105
70-74 ani, Total, Vaslui, 167277 COZMESTI, Anul 2026, Numar persoane, 85
70-74 ani, Total, Vaslui, 163208 CRETESTI, Anul 2026, Numar persoane, 72
70-74 ani, Total, Vaslui, 163253 DANESTI, Anul 2026, Numar persoane, 72
70-74 ani, Total, Vaslui, 163324 DELENI, Anul 2026, Numar persoane, 81
70-74 ani, Total, Vaslui, 163379 DELESTI, Anul 2026, Numar persoane, 80
70-74 ani, Total, Vaslui, 164277 DIMITRIE CANTEMIR, Anul 2026, Numar persoane, 79
70-74 ani, Total, Vaslui, 167286 DODESTI, Anul 2026, Numar persoane, 65
70-74 ani, Total, Vaslui, 163486 DRAGOMIRESTI, Anul 2026, Numar persoane, 128
70-74 ani, Total, Vaslui, 163618 DRANCENI, Anul 2026, Numar persoane, 185
70-74 ani, Total, Vaslui, 163681 DUDA-EPURENI, Anul 2026, Numar persoane, 166
70-74 ani, Total, Vaslui, 163734 DUMESTI, Anul 2026, Numar persoane, 145
70-74 ani, Total, Vaslui, 163789 EPURENI, Anul 2026, Numar persoane, 121
70-74 ani, Total, Vaslui, 163832 FALCIU, Anul 2026, Numar persoane, 228
70-74 ani, Total, Vaslui, 167295 FERESTI, Anul 2026, Numar persoane, 83
70-74 ani, Total, Vaslui, 167231 FRUNTISENI, Anul 2026, Numar persoane, 54
70-74 ani, Total, Vaslui, 163903 GAGESTI, Anul 2026, Numar persoane, 56
70-74 ani, Total, Vaslui, 164062 GARCENI, Anul 2026, Numar persoane, 47
70-74 ani, Total, Vaslui, 163967 GHERGHESTI, Anul 2026, Numar persoane, 75
