Varste si grupe de varsta, Sexe, Judete, Localitati , Ani, UM: Numar persoane, Valoare
75-79 ani, Total, Bistrita-Nasaud, 34262 REBRA, Anul 2026, Numar persoane, 93
75-79 ani, Total, Bistrita-Nasaud, 34280 REBRISOARA, Anul 2026, Numar persoane, 167
75-79 ani, Total, Bistrita-Nasaud, 34333 RODNA, Anul 2026, Numar persoane, 197
75-79 ani, Total, Bistrita-Nasaud, 34360 ROMULI, Anul 2026, Numar persoane, 51
75-79 ani, Total, Bistrita-Nasaud, 179944 RUNCU SALVEI, Anul 2026, Numar persoane, 46
75-79 ani, Total, Bistrita-Nasaud, 34397 SALVA, Anul 2026, Numar persoane, 112
75-79 ani, Total, Bistrita-Nasaud, 34477 SANMIHAIU DE CAMPIE, Anul 2026, Numar persoane, 66
75-79 ani, Total, Bistrita-Nasaud, 34618 SANT, Anul 2026, Numar persoane, 86
75-79 ani, Total, Bistrita-Nasaud, 34645 SIEU, Anul 2026, Numar persoane, 131
75-79 ani, Total, Bistrita-Nasaud, 34690 SIEU-MAGHERUS, Anul 2026, Numar persoane, 121
75-79 ani, Total, Bistrita-Nasaud, 34770 SIEU-ODORHEI, Anul 2026, Numar persoane, 106
75-79 ani, Total, Bistrita-Nasaud, 34850 SIEUT, Anul 2026, Numar persoane, 101
75-79 ani, Total, Bistrita-Nasaud, 34422 SILIVASU DE CAMPIE, Anul 2026, Numar persoane, 54
75-79 ani, Total, Bistrita-Nasaud, 34903 SINTEREAG, Anul 2026, Numar persoane, 164
75-79 ani, Total, Bistrita-Nasaud, 34547 SPERMEZEU, Anul 2026, Numar persoane, 168
75-79 ani, Total, Bistrita-Nasaud, 35152 TARLISUA, Anul 2026, Numar persoane, 151
75-79 ani, Total, Bistrita-Nasaud, 34985 TEACA, Anul 2026, Numar persoane, 232
75-79 ani, Total, Bistrita-Nasaud, 35054 TELCIU, Anul 2026, Numar persoane, 220
75-79 ani, Total, Bistrita-Nasaud, 35090 TIHA BARGAULUI, Anul 2026, Numar persoane, 176
75-79 ani, Total, Bistrita-Nasaud, 35269 URIU, Anul 2026, Numar persoane, 138
75-79 ani, Total, Bistrita-Nasaud, 35312 URMENIS, Anul 2026, Numar persoane, 91
75-79 ani, Total, Bistrita-Nasaud, 35429 ZAGRA, Anul 2026, Numar persoane, 106
