Varste si grupe de varsta, Sexe, Judete, Localitati , Ani, UM: Numar persoane, Valoare
80-84 ani, Total, Brasov, 40928 DUMBRAVITA, Anul 2026, Numar persoane, 100
80-84 ani, Total, Brasov, 40955 FELDIOARA, Anul 2026, Numar persoane, 89
80-84 ani, Total, Brasov, 40991 FUNDATA, Anul 2026, Numar persoane, 21
80-84 ani, Total, Brasov, 41033 HALCHIU, Anul 2026, Numar persoane, 74
80-84 ani, Total, Brasov, 41088 HARMAN, Anul 2026, Numar persoane, 136
80-84 ani, Total, Brasov, 41113 HARSENI, Anul 2026, Numar persoane, 71
80-84 ani, Total, Brasov, 41177 HOGHIZ, Anul 2026, Numar persoane, 56
80-84 ani, Total, Brasov, 42472 HOLBAV, Anul 2026, Numar persoane, 18
80-84 ani, Total, Brasov, 41248 HOMOROD, Anul 2026, Numar persoane, 46
80-84 ani, Total, Brasov, 41284 JIBERT, Anul 2026, Numar persoane, 37
80-84 ani, Total, Brasov, 41346 LISA, Anul 2026, Numar persoane, 39
80-84 ani, Total, Brasov, 41382 MAIERUS, Anul 2026, Numar persoane, 37
80-84 ani, Total, Brasov, 41417 MANDRA, Anul 2026, Numar persoane, 93
80-84 ani, Total, Brasov, 41471 MOIECIU, Anul 2026, Numar persoane, 124
80-84 ani, Total, Brasov, 41541 ORMENIS, Anul 2026, Numar persoane, 33
80-84 ani, Total, Brasov, 41578 PARAU, Anul 2026, Numar persoane, 42
80-84 ani, Total, Brasov, 41621 POIANA MARULUI, Anul 2026, Numar persoane, 74
80-84 ani, Total, Brasov, 41667 PREJMER, Anul 2026, Numar persoane, 176
80-84 ani, Total, Brasov, 41701 RACOS, Anul 2026, Numar persoane, 48
80-84 ani, Total, Brasov, 41738 RECEA, Anul 2026, Numar persoane, 84
80-84 ani, Total, Brasov, 42464 SAMBATA DE SUS, Anul 2026, Numar persoane, 40
80-84 ani, Total, Brasov, 41925 SANPETRU, Anul 2026, Numar persoane, 109
80-84 ani, Total, Brasov, 41818 SERCAIA, Anul 2026, Numar persoane, 51
80-84 ani, Total, Brasov, 41854 SINCA, Anul 2026, Numar persoane, 57
80-84 ani, Total, Brasov, 42449 SINCA NOUA, Anul 2026, Numar persoane, 24
80-84 ani, Total, Brasov, 41943 SOARS, Anul 2026, Numar persoane, 28
80-84 ani, Total, Brasov, 42003 TARLUNGENI, Anul 2026, Numar persoane, 138
80-84 ani, Total, Brasov, 42058 TELIU, Anul 2026, Numar persoane, 62
80-84 ani, Total, Brasov, 42076 TICUSU, Anul 2026, Numar persoane, 9
80-84 ani, Total, Brasov, 42101 UCEA, Anul 2026, Numar persoane, 29
80-84 ani, Total, Brasov, 42156 UNGRA, Anul 2026, Numar persoane, 27
80-84 ani, Total, Brasov, 42183 VAMA BUZAULUI, Anul 2026, Numar persoane, 78
80-84 ani, Total, Brasov, 42236 VISTEA, Anul 2026, Numar persoane, 58
80-84 ani, Total, Brasov, 42307 VOILA, Anul 2026, Numar persoane, 69
80-84 ani, Total, Brasov, 42398 VULCAN, Anul 2026, Numar persoane, 75
85 ani si peste, Total, Brasov, 40198 MUNICIPIUL BRASOV, Anul 2026, Numar persoane, 6907
85 ani si peste, Total, Brasov, 40241 MUNICIPIUL CODLEA, Anul 2026, Numar persoane, 361
85 ani si peste, Total, Brasov, 40278 MUNICIPIUL FAGARAS, Anul 2026, Numar persoane, 742
85 ani si peste, Total, Brasov, 40438 MUNICIPIUL SACELE, Anul 2026, Numar persoane, 471
85 ani si peste, Total, Brasov, 40214 ORAS GHIMBAV, Anul 2026, Numar persoane, 86
85 ani si peste, Total, Brasov, 40303 ORAS PREDEAL, Anul 2026, Numar persoane, 110
85 ani si peste, Total, Brasov, 40367 ORAS RASNOV, Anul 2026, Numar persoane, 265
85 ani si peste, Total, Brasov, 40394 ORAS RUPEA, Anul 2026, Numar persoane, 100
85 ani si peste, Total, Brasov, 40465 ORAS VICTORIA, Anul 2026, Numar persoane, 159
85 ani si peste, Total, Brasov, 40492 ORAS ZARNESTI, Anul 2026, Numar persoane, 463
85 ani si peste, Total, Brasov, 40526 APATA, Anul 2026, Numar persoane, 42
85 ani si peste, Total, Brasov, 42498 AUGUSTIN, Anul 2026, Numar persoane, 13
85 ani si peste, Total, Brasov, 40544 BECLEAN, Anul 2026, Numar persoane, 41
85 ani si peste, Total, Brasov, 40606 BOD, Anul 2026, Numar persoane, 103
85 ani si peste, Total, Brasov, 40633 BRAN, Anul 2026, Numar persoane, 180
85 ani si peste, Total, Brasov, 40688 BUDILA, Anul 2026, Numar persoane, 37
85 ani si peste, Total, Brasov, 40704 BUNESTI, Anul 2026, Numar persoane, 49
85 ani si peste, Total, Brasov, 40768 CATA, Anul 2026, Numar persoane, 60
85 ani si peste, Total, Brasov, 40820 CINCU, Anul 2026, Numar persoane, 38
85 ani si peste, Total, Brasov, 40857 COMANA, Anul 2026, Numar persoane, 26
85 ani si peste, Total, Brasov, 40900 CRISTIAN, Anul 2026, Numar persoane, 134
85 ani si peste, Total, Brasov, 42456 CRIZBAV, Anul 2026, Numar persoane, 30
85 ani si peste, Total, Brasov, 42480 DRAGUS, Anul 2026, Numar persoane, 20
85 ani si peste, Total, Brasov, 40928 DUMBRAVITA, Anul 2026, Numar persoane, 94
85 ani si peste, Total, Brasov, 40955 FELDIOARA, Anul 2026, Numar persoane, 90
85 ani si peste, Total, Brasov, 40991 FUNDATA, Anul 2026, Numar persoane, 45
